time,latitude,longitude,depth,magnitude,place
1644870501244,70.7114,-14.3853,10.0,5.7,"209 km W of Olonkinbyen, Svalbard and Jan Mayen"
1644785382415,11.7324,144.4544,10.0,5.3,"171 km S of Merizo Village, Guam"
1644784186350,11.7884,144.2842,15.0,6.0,"168 km SSW of Merizo Village, Guam"
1644776756058,41.1598,44.01,10.0,5.3,"18 km WSW of Metsavan, Armenia"
1644763682050,-21.0579,173.5367,10.0,5.4,Vanuatu region
1644740507647,0.9313,126.2631,38.1,5.7,"125 km W of Ternate, Indonesia"
1644735250398,-56.1207,-27.8924,98.25,5.3,South Sandwich Islands region
1644726977787,19.1297,121.173,28.22,5.5,"57 km N of Namuac, Philippines"
1644706184637,-5.6589,154.5171,91.46,5.0,"129 km NW of Panguna, Papua New Guinea"
1644698934019,-0.4912,-19.9859,10.0,5.5,central Mid-Atlantic Ridge
1644676077084,-0.4424,-19.7758,10.0,5.0,central Mid-Atlantic Ridge
1644647785238,-3.4958,143.8922,10.0,5.0,"29 km ENE of Wewak, Papua New Guinea"
1644640384957,-9.8502,160.2303,33.54,5.0,"55 km SSE of Honiara, Solomon Islands"
1644626467276,20.1251,121.3859,26.22,5.2,"70 km WSW of Basco, Philippines"
1644597790201,23.9813,122.2835,10.0,5.3,"69 km E of Hualien City, Taiwan"
1644585318375,-3.5101,144.1014,10.0,5.2,"52 km E of Wewak, Papua New Guinea"
1644563693332,-3.5114,144.0527,10.0,5.5,"46 km E of Wewak, Papua New Guinea"
1644560653915,-10.5177,-13.044,10.0,5.3,Ascension Island region
1644488852604,-10.3324,-13.1276,10.0,5.5,Ascension Island region
1644468052980,-34.1858,179.4818,10.0,5.1,south of the Kermadec Islands
1644454066014,-58.3474,-23.035,10.0,5.0,South Sandwich Islands region
1644449638176,-57.2155,-25.0898,10.0,5.0,South Sandwich Islands region
1644426561820,-55.5284,-144.6928,10.0,5.0,Pacific-Antarctic Ridge
1644417511018,-6.1172,149.901,47.83,5.1,"40 km ENE of Kandrian, Papua New Guinea"
1644414985013,-23.7443,-175.8408,10.0,5.0,"282 km SSW of ‘Ohonua, Tonga"
1644360106104,26.8044,126.3433,10.0,5.1,"148 km WNW of Naha, Japan"
1644338191681,26.8395,126.5254,10.0,5.6,"Ryukyu Islands, Japan"
1644321565311,-0.417,-19.8913,10.0,6.2,central Mid-Atlantic Ridge
1644310298666,-53.2311,9.4643,10.0,5.0,southwest of Africa
1644308541920,-23.6673,-175.6008,10.0,5.2,"266 km SSW of ‘Ohonua, Tonga"
1644307230746,-55.2677,-144.8182,10.0,5.1,Pacific-Antarctic Ridge
1644301959126,-58.3399,-14.7376,10.0,5.1,east of the South Sandwich Islands
1644287439111,-23.8043,-175.7019,10.0,5.0,"284 km SSW of ‘Ohonua, Tonga"
1644287325909,-30.2682,-177.8746,35.0,5.0,"Kermadec Islands, New Zealand"
1644276575199,12.0418,141.6632,59.27,5.2,"281 km NNE of Fais, Micronesia"
1644268179837,-59.2502,-25.4771,35.0,5.2,South Sandwich Islands region
1644231504222,24.3866,122.0372,30.01,5.1,"50 km SE of Yilan, Taiwan"
1644230265744,-59.5982,-26.3878,59.75,5.2,South Sandwich Islands region
1644223536358,-13.5,174.4075,10.0,5.3,Fiji region
1644205297477,-29.1825,-177.0122,10.0,5.0,"Kermadec Islands, New Zealand"
1644191191665,-22.1743,-68.6576,105.47,5.3,"41 km NE of Calama, Chile"
1644132153179,62.7471,-148.7049,61.6,5.2,"72 km S of Cantwell, Alaska"
1644108141248,-21.7105,-176.4618,172.26,5.2,"143 km WSW of Haveluloto, Tonga"
1644095930862,52.5866,143.276,10.0,5.2,"88 km N of Nogliki, Russia"
1644083269442,-33.135,-179.556,74.3,5.1,south of the Kermadec Islands
1644082306923,-47.2449,165.3745,15.13,5.0,"224 km WSW of Riverton, New Zealand"
1644034561236,36.4307,71.126,212.0,5.8,"45 km SW of Ashk?sham, Afghanistan"
1644023885069,29.762,-42.8702,10.0,5.0,northern Mid-Atlantic Ridge
1644009843149,8.3831,-83.1568,18.18,5.0,"24 km S of Golfito, Costa Rica"
1644006309549,-48.033,99.4949,10.0,6.3,southeast Indian Ridge
1643979990399,-20.8613,-175.56,10.0,5.0,"48 km NW of Nuku‘alofa, Tonga"
1643969446682,-7.2617,105.9667,44.85,5.2,"71 km WSW of Pelabuhanratu, Indonesia"
1643932411646,54.2697,-161.5975,31.22,5.4,"99 km SSE of King Cove, Alaska"
1643929160328,-57.9455,-25.83,35.0,5.1,South Sandwich Islands region
1643903937367,-4.4661,-76.9283,110.0,6.5,"49 km NW of Barranca, Peru"
1643902849326,-9.1111,125.7147,10.0,5.2,"13 km SSE of Same, Timor Leste"
1643880951266,-23.2267,-64.9863,24.36,5.0,"37 km E of Humahuaca, Argentina"
1643846297257,-29.6881,-176.9808,10.0,5.2,Kermadec Islands region
1643835828327,35.0634,31.8203,26.39,5.3,"55 km WNW of P?geia, Cyprus"
1643829781137,-32.2383,-179.0992,66.34,5.3,south of the Kermadec Islands
1643825582910,-27.9248,-175.9728,10.0,5.5,Kermadec Islands region
1643802134697,14.2636,-93.4649,10.0,5.1,"123 km WSW of Puerto Madero, Mexico"
1643797593511,-21.1035,-174.2706,9.61,5.5,"74 km ENE of ‘Ohonua, Tonga"
1643797095453,-27.8534,-176.3672,10.0,5.3,Kermadec Islands region
1643779952230,-27.7569,-176.3267,10.0,5.6,Kermadec Islands region
1643775870416,-49.8546,163.2234,10.0,5.2,"Auckland Islands, New Zealand region"
1643743510031,-7.483,128.3132,119.0,6.0,"184 km NE of Lospalos, Timor Leste"
1643729161094,-29.512,-176.8196,4.36,5.3,Kermadec Islands region
1643724302262,-7.1036,145.9965,177.37,5.4,"71 km W of Bulolo, Papua New Guinea"
1643632938418,14.4513,56.3826,10.0,5.2,Owen Fracture Zone region
1643632695038,14.4413,56.3354,10.0,5.4,Owen Fracture Zone region
1643631276475,-29.5676,-176.8028,15.0,5.9,Kermadec Islands region
1643630196019,14.4867,56.401,10.0,5.3,Owen Fracture Zone region
1643628412598,-29.5983,-176.9102,10.0,5.4,Kermadec Islands region
1643628106538,-29.6348,-177.0354,14.0,5.7,"Kermadec Islands, New Zealand"
1643587695520,-14.9338,-73.9756,72.35,5.0,"15 km SSW of Tambo, Peru"
1643574140321,-10.2091,122.2996,58.58,5.0,Savu Sea
1643540852889,-32.0955,-111.7869,10.0,5.6,southern East Pacific Rise
1643507840808,-41.1078,80.5102,10.0,5.0,Mid-Indian Ridge
1643501832896,15.6262,118.237,10.0,5.3,"167 km WSW of Ilioilio, Philippines"
1643463609222,10.9829,-61.0599,25.86,5.1,"41 km WSW of Scarborough, Trinidad and Tobago"
1643432350356,-29.6171,-176.9625,10.0,5.8,Kermadec Islands region
1643431139051,-29.5233,-176.5253,10.0,5.1,Kermadec Islands region
1643425491634,-29.798,-176.8106,10.0,5.1,Kermadec Islands region
1643425289935,-29.6062,-176.6645,10.0,5.3,Kermadec Islands region
1643425227146,-29.8116,-176.8695,10.0,5.2,Kermadec Islands region
1643424805941,-29.6368,-176.7946,10.0,5.3,Kermadec Islands region
1643424399588,-29.5642,-176.7217,8.0,6.5,Kermadec Islands region
1643388759138,-58.9776,-25.7751,87.51,5.0,South Sandwich Islands region
1643387550002,38.618,144.8209,10.0,5.0,"265 km ESE of Yamada, Japan"
1643377406805,-18.7674,-69.6395,133.53,5.0,"76 km ESE of Arica, Chile"
1643368449293,5.4966,-82.5844,8.0,6.0,"281 km SW of Arenas, Panama"
1643329885174,-19.1425,-69.3696,91.14,5.5,"122 km SE of Arica, Chile"
1643299383386,-8.7278,108.0851,21.15,5.0,"Java, Indonesia"
1643265605543,-19.0992,-176.3135,6.2,6.2,"220 km WNW of Pangai, Tonga"
1643264107849,3.1259,127.9629,53.54,5.0,"154 km N of Tobelo, Indonesia"
1643251785471,-3.7734,151.8042,10.0,5.1,"61 km NW of Rabaul, Papua New Guinea"
1643244932090,-20.603,-175.4085,10.0,5.0,"63 km NNW of Nuku‘alofa, Tonga"
1643214979144,-63.5219,170.1107,10.0,5.6,Balleny Islands region
1643162770223,-7.2607,27.9722,10.0,5.0,"177 km SE of Kabalo, Democratic Republic of the Congo"
1643126654091,-4.4783,72.4395,10.0,5.0,Chagos Archipelago region
1643123778787,-55.3138,-28.7751,10.0,5.3,South Sandwich Islands region
1643086816968,27.161,-44.3165,10.0,5.3,northern Mid-Atlantic Ridge
1643081124760,-15.8467,-173.7454,105.73,5.2,"13 km NNE of Hihifo, Tonga"
1643076871875,9.9182,-59.8929,10.0,5.2,"146 km ESE of Rio Claro, Trinidad and Tobago"
1643073873513,-55.3696,-28.7839,11.0,6.0,South Sandwich Islands region
1643060698766,-57.1359,-25.0776,10.0,5.0,South Sandwich Islands region
1643059054856,-58.7883,-23.809,10.0,5.3,South Sandwich Islands region
1643055946817,-37.3147,179.8734,10.0,5.2,"221 km NE of Gisborne, New Zealand"
1643033203485,18.494,-73.2999,10.0,5.1,"4 km E of Anse-à-Veau, Haiti"
1643030183425,18.4578,-73.3389,10.0,5.3,"4 km S of Anse-à-Veau, Haiti"
1642987250412,36.0702,69.1575,10.0,5.0,"2 km ENE of Nahr?n, Afghanistan"
1642919025304,6.986,127.0901,10.0,5.1,"65 km ESE of Manay, Philippines"
1642904479926,38.4613,97.3425,10.0,5.6,"156 km SSW of Laojunmiao, China"
1642888107341,-18.9623,169.3975,240.84,5.1,"65 km N of Isangel, Vanuatu"
1642864686901,-5.8386,-12.585,10.0,5.0,Ascension Island region
1642862896994,-44.1148,-82.0292,10.0,5.3,West Chile Rise
1642859388540,2.8577,127.5309,48.45,5.0,"135 km NNW of Tobelo, Indonesia"
1642828624896,53.2402,-166.682,29.0,6.2,"71 km S of Unalaska, Alaska"
1642826465238,-59.4152,-25.9128,35.0,5.1,South Sandwich Islands region
1642818373323,3.6724,126.6596,21.0,6.0,"232 km SE of Sarangani, Philippines"
1642800395964,26.7675,-110.8671,10.0,5.3,"76 km SSW of Bahía de Lobos, Mexico"
1642797825453,7.5552,126.5369,107.13,5.3,"3 km SW of Baganga, Philippines"
1642781317210,32.7282,132.0386,39.0,6.3,"27 km SSE of Saiki, Japan"
1642779804526,-27.8354,-176.9622,10.0,5.1,Kermadec Islands region
1642759951865,23.0871,93.8172,58.96,5.4,"23 km NE of Falam, Myanmar"
1642748323587,12.9071,144.2017,11.48,5.2,"64 km SW of Merizo Village, Guam"
1642742306444,60.3163,-152.3603,115.3,5.1,"48 km NW of Ninilchik, Alaska"
1642705748021,15.5954,-94.9897,18.54,5.0,"67 km SE of El Carrizal, Mexico"
1642683787947,-30.5768,-178.0529,38.39,5.2,"Kermadec Islands, New Zealand"
1642676289665,-14.988,167.9446,10.0,5.4,"93 km E of Port-Olry, Vanuatu"
1642675458392,-2.4732,140.0375,35.0,5.5,"67 km WNW of Abepura, Indonesia"
1642661540411,-58.8885,-23.919,8.0,5.9,South Sandwich Islands region
1642656736883,-20.9031,-175.3265,10.0,5.0,"29 km NNW of Nuku‘alofa, Tonga"
1642655160110,-31.8107,57.6222,10.0,5.0,Southwest Indian Ridge
1642602583312,-3.4837,130.9525,10.0,5.3,"Seram, Indonesia"
1642571171603,-52.4599,12.9763,10.0,5.3,southwest of Africa
1642529207376,-63.1612,-160.5108,10.0,5.4,Pacific-Antarctic Ridge
1642524585206,-57.3902,147.8219,10.0,5.1,west of Macquarie Island
1642460363843,29.2819,94.1513,10.0,5.1,"86 km NNW of Shi Yomi, India"
1642434254077,-26.7875,-176.4386,38.41,5.0,south of the Fiji Islands
1642431885583,44.7951,95.096,10.0,5.0,"197 km SSW of Altai, Mongolia"
1642419606817,34.9289,63.6208,11.4,5.3,"45 km E of Qala i Naw, Afghanistan"
1642379157521,-7.5134,105.8582,35.0,5.0,"96 km SW of Pelabuhanratu, Indonesia"
1642375869674,15.92,-95.8059,35.0,5.3,"0 km NE of El Coyul, Mexico"
1642337528025,-6.4492,154.8224,379.0,6.1,"74 km WSW of Panguna, Papua New Guinea"
1642333685261,40.0413,24.361,7.0,5.5,"25 km SSE of Karyes, Greece"
1642320941987,24.2173,122.2544,54.78,5.2,"71 km ENE of Hualien City, Taiwan"
1642310278947,-13.3101,167.1432,197.4,5.3,"76 km NW of Sola, Vanuatu"
1642292735529,-60.0032,-27.9154,141.88,5.2,South Sandwich Islands region
1642291054619,-57.9297,-25.6864,52.83,5.3,South Sandwich Islands region
1642270984127,-55.5113,-128.4388,10.0,5.7,Pacific-Antarctic Ridge
1642267493001,-58.0056,-23.8096,10.0,5.0,South Sandwich Islands region
1642220085000,-20.546,-175.39,0.0,5.8,"68 km NNW of Nuku‘alofa, Tonga"
1642207876888,-5.1711,146.281,36.71,5.3,"55 km E of Madang, Papua New Guinea"
1642178602073,-7.8364,118.5907,10.0,5.1,"70 km NNW of Bima, Indonesia"
1642176783550,36.5418,71.4945,106.99,5.3,"16 km SSW of Ashk?sham, Afghanistan"
1642172940194,-28.3876,-176.616,10.0,5.0,Kermadec Islands region
1642153760820,-7.0422,105.2063,34.46,5.4,"100 km SW of Labuan, Indonesia"
1642151141461,-6.86,105.2887,33.0,6.6,"80 km SW of Labuan, Indonesia"
1642097976667,-26.8528,-71.1932,14.52,5.2,"102 km NW of Copiapó, Chile"
1642052832246,51.2863,-179.1427,46.51,5.1,"Andreanof Islands, Aleutian Islands, Alaska"
1642038359797,51.14,-179.9169,38.33,5.0,"242 km WSW of Adak, Alaska"
1641993381730,-6.6002,147.3665,80.0,5.6,"43 km ENE of Lae, Papua New Guinea"
1641992515973,37.7163,101.4294,10.0,5.0,"108 km WSW of Wuwei, China"
1641984575347,-39.3264,174.519,193.29,5.7,"22 km ENE of Eltham, New Zealand"
1641982843155,37.6825,101.4046,10.0,5.1,"111 km WSW of Wuwei, China"
1641956667246,-32.8546,-179.1915,52.51,5.1,south of the Kermadec Islands
1641952083831,52.0751,178.0555,133.57,5.2,"Rat Islands, Aleutian Islands, Alaska"
1641907787384,-15.6891,-173.102,35.0,5.0,"79 km ENE of Hihifo, Tonga"
1641905718378,52.2658,-167.9906,15.23,5.3,"95 km SE of Nikolski, Alaska"
1641905625679,52.4378,-167.9609,16.72,5.8,"82 km SE of Nikolski, Alaska"
1641904772454,52.5791,-168.3275,19.0,6.6,"53 km SE of Nikolski, Alaska"
1641901553194,52.3766,-167.9324,16.97,5.4,"88 km SE of Nikolski, Alaska"
1641900943674,52.3415,-167.7554,20.0,6.8,"100 km SE of Nikolski, Alaska"
1641891302651,-20.5694,-173.903,10.0,5.0,"95 km SSE of Pangai, Tonga"
1641863268064,35.2267,31.9435,21.0,6.6,"48 km WNW of Pólis, Cyprus"
1641860790165,0.1519,96.7107,10.0,5.2,"260 km S of Sinabang, Indonesia"
1641857204999,28.4777,-43.6423,10.0,5.8,northern Mid-Atlantic Ridge
1641844983926,-25.0442,179.8704,498.93,5.7,south of the Fiji Islands
1641844454235,-22.693,-174.9208,10.0,5.0,"150 km S of ‘Ohonua, Tonga"
1641812373033,-24.7587,-176.1172,25.42,5.3,south of the Fiji Islands
1641803762078,-26.0798,-65.4393,8.0,5.6,"23 km NW of Trancas, Argentina"
1641796002387,-33.77,179.5102,10.0,5.3,south of the Kermadec Islands
1641777964479,-33.8834,179.7103,10.0,5.2,south of the Kermadec Islands
1641774933807,-33.7504,179.5715,10.0,5.2,south of the Kermadec Islands
1641773316566,-33.7522,179.8989,10.0,5.3,south of the Kermadec Islands
1641773190834,-33.7823,179.574,7.0,6.2,south of the Kermadec Islands
1641765545789,1.4713,127.8516,10.0,5.4,"33 km SSW of Tobelo, Indonesia"
1641764627201,40.8272,21.3919,13.45,5.5,"5 km NNW of Flórina, Greece"
1641764131424,-32.8951,-179.0365,35.0,5.0,south of the Kermadec Islands
1641763670754,1.4538,127.8761,10.0,5.2,"33 km SSW of Tobelo, Indonesia"
1641719628240,-4.7723,153.3744,54.57,5.0,"131 km ESE of Kokopo, Papua New Guinea"
1641693946830,-7.2106,152.6649,13.0,5.7,"New Britain region, Papua New Guinea"
1641637842282,5.7328,126.9785,107.86,5.0,"112 km SE of Pondaguitan, Philippines"
1641635621272,1.4233,127.9637,10.0,5.3,"34 km S of Tobelo, Indonesia"
1641630895272,-30.3315,-177.554,34.58,5.1,"Kermadec Islands, New Zealand"
1641629802950,60.3899,-140.5334,37.78,5.2,"104 km NNW of Yakutat, Alaska"
1641612248615,-26.6816,-71.138,13.0,5.9,"110 km NW of Copiapó, Chile"
1641591979482,-3.5256,68.4857,10.0,5.1,Chagos Archipelago region
1641585036828,-4.38,153.4074,10.0,5.0,"126 km E of Kokopo, Papua New Guinea"
1641578946989,37.7592,101.1086,10.0,5.1,"125 km SW of Jinchang, China"
1641578120954,37.811,101.1631,10.0,5.2,"118 km SW of Jinchang, China"
1641577530809,37.8283,101.29,13.0,6.6,"northern Qinghai, China"
1641575053894,11.948,-87.1714,10.0,5.1,"59 km S of Corinto, Nicaragua"
1641558353611,-33.5773,77.6993,10.0,5.3,Mid-Indian Ridge
1641551226721,-11.8659,-76.5753,95.84,5.6,"6 km NW of Cocachacra, Peru"
1641532112751,-30.2707,-177.5837,6.12,5.1,"Kermadec Islands, New Zealand"
1641486305973,11.9367,-87.1371,17.0,6.1,near the coast of Nicaragua
1641471366618,-59.6644,-26.394,46.57,5.2,South Sandwich Islands region
1641457116593,-5.5193,152.1909,10.0,5.0,"130 km S of Kokopo, Papua New Guinea"
1641425079238,-65.3437,-71.5089,10.0,5.7,southern Pacific Ocean
1641418307751,-32.3207,-174.9087,10.0,5.0,south of the Kermadec Islands
1641400989361,-18.9797,169.6122,267.22,5.0,Vanuatu
1641383180751,-20.1713,168.814,10.0,5.2,"85 km SW of Isangel, Vanuatu"
1641367346524,56.0178,164.9692,9.2,5.2,"156 km E of Ust’-Kamchatsk Staryy, Russia"
1641352876251,36.1445,31.2928,42.99,5.1,"67 km SSW of Okurcalar, Turkey"
1641344882011,-17.88,168.3867,57.97,5.0,"17 km SSE of Port-Vila, Vanuatu"
1641343561903,76.2296,125.0553,10.0,5.1,Laptev Sea
1641329746858,-4.8065,125.0808,544.0,6.0,"284 km E of Katabu, Indonesia"
1641321115600,-20.4804,169.7151,117.71,5.8,"113 km SSE of Isangel, Vanuatu"
1641317192226,-6.3593,154.5131,10.0,5.0,"107 km W of Panguna, Papua New Guinea"
1641266317977,35.2813,-35.249,10.0,5.9,northern Mid-Atlantic Ridge
1641251848505,24.026,122.1898,23.34,5.0,"59 km E of Hualien City, Taiwan"
1641244131066,27.1965,141.5457,40.0,5.8,"Bonin Islands, Japan region"
1641203195767,24.0079,122.2592,19.0,6.2,"66 km E of Hualien City, Taiwan"
1641175784647,-13.1864,166.8148,104.0,6.0,"110 km NW of Sola, Vanuatu"
1641163463224,1.9322,127.3237,93.72,5.0,"79 km WNW of Tobelo, Indonesia"
1641125949147,-59.6781,-26.2642,42.43,5.0,South Sandwich Islands region
1641111064026,-59.0495,-25.6703,35.0,5.1,South Sandwich Islands region
1641106933733,27.7998,100.7176,35.68,5.4,"99 km E of Shangri-La, China"
1641093462428,-59.5901,-25.9704,35.0,5.0,South Sandwich Islands region
1641042925380,36.59,71.1783,231.91,5.2,"Badakhshan, Afghanistan"
1641035764696,-56.4752,-26.2261,35.0,5.1,South Sandwich Islands region
1641024489823,-36.1658,-100.538,10.0,5.6,southeast of Easter Island
1703956583833,-2.9934,139.372,33.0,6.3,"146 km WSW of Abepura, Indonesia"
1703952345628,-14.753,-173.9714,10.0,5.2,"134 km N of Hihifo, Tonga"
1703948581478,-6.4131,154.9575,73.469,5.3,"59 km W of Panguna, Papua New Guinea"
1703948411442,-11.5203,166.415,155.602,5.0,"110 km SE of Lata, Solomon Islands"
1703916997350,-54.5762,-23.2713,10.0,5.3,South Sandwich Islands region
1703913568158,2.4949,92.9942,19.0,5.7,off the west coast of northern Sumatra
1703904145497,-49.3266,-116.1747,10.0,5.8,southern East Pacific Rise
1703876634159,-18.0123,173.021,20.3,5.1,Fiji region
1703867476478,25.0911,96.5235,10.0,5.0,"93 km WSW of Myitkyina, Myanmar"
1703839325822,-7.2313,68.0639,10.0,5.0,Chagos Archipelago region
1703821039230,-7.0109,155.0124,10.0,5.2,"92 km SW of Panguna, Papua New Guinea"
1703817490299,-7.101,67.9432,10.0,5.2,Mid-Indian Ridge
1703812730036,-7.1134,67.98,9.929,5.7,Mid-Indian Ridge
1703810284868,-7.1878,68.0211,10.0,5.1,Chagos Archipelago region
1703803057025,-12.9186,66.4515,10.0,5.3,Mid-Indian Ridge
1703778513019,8.5588,126.4999,51.88,5.0,"27 km NE of Hinatuan, Philippines"
1703758115997,-61.0903,-53.9128,10.0,5.2,South Shetland Islands
1703756246968,44.4629,149.0713,42.223,5.0,"126 km SE of Kuril’sk, Russia"
1703754916131,44.596,149.0388,31.0,6.5,"115 km SE of Kuril’sk, Russia"
1703754779697,-65.4365,-179.6885,10.0,5.8,Pacific-Antarctic Ridge
1703727311401,6.121,125.4786,35.0,5.2,"12 km ENE of Suyan, Philippines"
1703720018029,56.3932,-34.1628,10.0,5.1,Reykjanes Ridge
1703717036800,-7.7769,107.9533,72.197,5.1,"50 km SSW of Singaparna, Indonesia"
1703712798754,-53.0898,-118.1134,10.0,5.8,southern East Pacific Rise
1703703164282,-9.9486,123.7035,39.974,5.0,"26 km NNE of Kupang, Indonesia"
1703691637483,56.4341,-34.0131,10.0,5.0,Reykjanes Ridge
1703691367393,-53.1275,-117.7908,10.0,5.4,southern East Pacific Rise
1703653759806,57.0045,108.7206,10.0,5.3,"94 km SSE of Kirensk, Russia"
1703599975231,-56.3856,-27.2106,125.59,5.0,South Sandwich Islands region
1703596303180,-5.2714,145.3057,87.171,5.1,"53 km W of Madang, Papua New Guinea"
1703575465190,19.6258,-68.8005,9.0,5.3,"72 km NE of Samaná, Dominican Republic"
1703479741655,33.149,137.7852,336.23,5.0,"158 km SSE of Shima, Japan"
1703457240775,-55.8178,-25.267,10.0,5.0,South Sandwich Islands region
1703443363920,52.85,160.8894,25.692,5.0,"153 km E of Petropavlovsk-Kamchatsky, Russia"
1703439167475,-20.4247,168.757,10.0,5.0,"112 km SSW of Isangel, Vanuatu"
1703429576063,-20.8222,-173.815,10.0,5.4,"124 km SSE of Pangai, Tonga"
1703388768403,-38.1075,-73.9764,10.0,5.1,"61 km WSW of Cañete, Chile"
1703388223259,-38.0746,-73.8923,16.0,5.8,"53 km SW of Cañete, Chile"
1703386926352,8.5352,126.5233,51.097,5.1,"27 km NE of Hinatuan, Philippines"
1703384537209,-22.7019,-175.7829,46.342,5.5,"173 km SSW of ‘Ohonua, Tonga"
1703384444377,8.2927,127.0403,57.029,5.3,"68 km ENE of Barcelona, Philippines"
1703383232128,-20.4518,169.06,10.0,5.8,"103 km SSW of Isangel, Vanuatu"
1703383179371,-20.5072,168.9641,10.0,5.9,"111 km SSW of Isangel, Vanuatu"
1703375089539,-20.4101,-173.8524,10.0,5.6,"84 km SE of Pangai, Tonga"
1703364225970,-20.3914,168.9535,10.0,5.2,"100 km SSW of Isangel, Vanuatu"
1703353685248,51.9532,158.955,41.862,5.8,"115 km SSE of Vilyuchinsk, Russia"
1703349514934,8.8625,126.8234,35.0,5.2,"56 km E of Aras-asan, Philippines"
1703345462853,53.9199,168.8317,23.517,5.0,"Komandorskiye Ostrova, Russia region"
1703341346625,8.1936,126.7418,41.829,5.1,"34 km E of Barcelona, Philippines"
1703285846350,-15.0577,-173.5664,39.126,5.4,"102 km NNE of Hihifo, Tonga"
1703269813480,19.5388,-68.8215,10.0,5.25,"65 km NE of Samaná, Dominican Republic"
1703266592014,-52.0879,27.9516,10.0,6.1,south of Africa
1703244839813,2.6388,128.1978,62.909,5.1,"102 km NNE of Tobelo, Indonesia"
1703191523021,35.2045,140.9422,13.191,5.0,"50 km E of Ōhara, Japan"
1703175712033,-21.8997,-70.1585,61.708,5.6,"21 km N of Tocopilla, Chile"
1703170556291,51.2097,-175.3313,20.0,6.1,"116 km SE of Adak, Alaska"
1703167451571,35.2431,141.0136,10.0,5.2,"56 km E of Ōhara, Japan"
1703158568821,-8.5023,-74.5606,13.881,5.0,"11 km SSW of San Fernando, Peru"
1703074281484,-15.8585,-72.5207,93.0,6.2,"11 km E of Iray, Peru"
1703074153884,-56.153,-27.7345,109.596,5.6,South Sandwich Islands region
1703025363417,2.7011,128.2749,173.775,5.2,"111 km NNE of Tobelo, Indonesia"
1703015260657,-6.9474,155.3759,45.557,5.0,"70 km S of Panguna, Papua New Guinea"
1702986831493,-22.7264,169.8416,10.0,5.1,"240 km ESE of Tadine, New Caledonia"
1702969021804,-6.9607,155.3316,40.222,5.1,"73 km SSW of Panguna, Papua New Guinea"
1702953749271,-22.7837,172.3996,10.0,5.3,southeast of the Loyalty Islands
1702950381061,39.9543,77.8492,10.0,5.2,"104 km W of Tumxuk, China"
1702915170352,35.7386,102.8149,12.0,5.9,"38 km WNW of Linxia Chengguanzhen, China"
1702908374673,-16.2521,-172.9994,10.0,5.0,"91 km ESE of Hihifo, Tonga"
1702894732984,33.1836,76.8401,10.0,5.1,"31 km S of Padam, India"
1702823255486,-2.4708,140.1438,10.0,5.1,"56 km WNW of Abepura, Indonesia"
1702798677469,-21.4764,169.1599,8.0,5.6,"132 km E of Tadine, New Caledonia"
1702740258954,20.0602,145.45,10.0,5.0,"Maug Islands region, Northern Mariana Islands"
1702721875037,20.0946,145.5889,10.0,5.0,"Maug Islands region, Northern Mariana Islands"
1702720252897,20.2452,145.6855,10.0,5.7,"Maug Islands region, Northern Mariana Islands"
1702709155913,-0.3273,98.8494,51.179,5.0,"145 km WNW of Pariaman, Indonesia"
1702707054643,-24.2694,179.2181,539.164,5.3,south of the Fiji Islands
1702679022578,-35.9655,-17.0092,10.0,5.9,southern Mid-Atlantic Ridge
1702583109454,19.947,145.4364,21.83,5.0,"Maug Islands region, Northern Mariana Islands"
1702576501836,13.988,-91.3759,78.238,5.4,"24 km SSW of Nueva Concepción, Guatemala"
1702573059910,-58.7809,-25.2473,35.288,5.2,South Sandwich Islands region
1702570886606,14.2679,-92.8796,42.012,5.0,"70 km SW of Puerto Madero, Mexico"
1702565850865,-24.0695,-66.8093,189.669,5.2,"52 km WNW of San Antonio de los Cobres, Argentina"
1702546184078,-55.9588,-122.8187,10.0,5.6,southern East Pacific Rise
1702536724347,17.1934,-46.3756,10.0,5.0,northern Mid-Atlantic Ridge
1702515949590,0.1199,124.0114,104.287,5.0,"59 km SW of Modisi, Indonesia"
1702498810896,72.5853,3.5864,10.0,5.5,Norwegian Sea
1702495846968,72.5563,3.5933,10.0,5.3,Norwegian Sea
1702439749407,-25.6281,-116.154,10.0,5.4,southern East Pacific Rise
1702436658911,-20.6272,169.4485,35.0,5.1,"121 km S of Isangel, Vanuatu"
1702389504440,8.5843,126.6104,42.549,5.1,"38 km NE of Hinatuan, Philippines"
1702386680073,-6.2699,150.8216,10.0,5.1,"109 km SE of Kimbe, Papua New Guinea"
1702385644740,-20.0152,-173.3704,11.0,5.7,"103 km ESE of Fangale’ounga, Tonga"
1702367099482,-31.5513,57.744,10.0,5.3,Southwest Indian Ridge
1702359190805,-15.17,-173.2535,10.0,5.5,"104 km NE of Hihifo, Tonga"
1702353616014,-18.0396,-175.304,265.0,5.8,"155 km WNW of Neiafu, Tonga"
1702350399608,8.8298,126.803,35.0,5.0,"54 km E of Aras-asan, Philippines"
1702341560385,-15.1354,-173.2535,10.0,5.0,"107 km NNE of Hihifo, Tonga"
1702341449045,-10.3354,116.8988,35.0,5.1,"175 km S of Taliwang, Indonesia"
1702338987088,-60.3964,-28.7797,10.0,5.1,South Sandwich Islands region
1702338196165,8.5062,127.106,10.0,5.0,"83 km ENE of Barcelona, Philippines"
